Position,"Track Name",Artist,Streams,URL
1,"Look What You Made Me Do","Taylor Swift",5041672,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
2,"Mi Gente","J Balvin",4698004,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
3,"New Rules","Dua Lipa",3471491,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,"Friends (with BloodPop®)","Justin Bieber",3327829,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
5,Feels,"Calvin Harris",3236543,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
6,Unforgettable,"French Montana",3125740,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
7,"Wild Thoughts","DJ Khaled",2920010,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
8,"Despacito - Remix","Luis Fonsi",2868039,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
9,"Sorry Not Sorry","Demi Lovato",2780440,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
10,"Shape of You","Ed Sheeran",2599464,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
11,Havana,"Camila Cabello",2579864,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
12,"XO TOUR Llif3","Lil Uzi Vert",2561153,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
13,Attention,"Charlie Puth",2536089,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
14,"2U (feat. Justin Bieber)","David Guetta",2412639,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
15,Thunder,"Imagine Dragons",2397271,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
16,1-800-273-8255,Logic,2392955,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
17,Silence,Marshmello,2392570,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
18,"More Than You Know","Axwell /\ Ingrosso",2376789,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
19,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",2310804,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
20,"Strip That Down","Liam Payne",2310389,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
21,Mama,"Jonas Blue",2268987,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
22,"Glorious (feat. Skylar Grey)",Macklemore,2132766,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
23,"There's Nothing Holdin' Me Back","Shawn Mendes",2073298,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
24,"Me Rehúso","Danny Ocean",2030407,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
25,"Without You (feat. Sandro Cavazza)",Avicii,2028777,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
26,"I'm the One","DJ Khaled",2015693,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
27,"Bank Account","21 Savage",1978695,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
28,"Young Dumb & Broke",Khalid,1957022,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
29,HUMBLE.,"Kendrick Lamar",1840593,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
30,"Bodak Yellow","Cardi B",1799021,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
31,"Felices los 4",Maluma,1782258,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
32,"I Like Me Better",Lauv,1769522,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
33,"Jocelyn Flores",XXXTENTACION,1735061,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
34,"What About Us",P!nk,1669839,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
35,Congratulations,"Post Malone",1573769,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
36,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",1570421,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
37,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",1566859,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
38,"Your Song","Rita Ora",1552907,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
39,"Lonely Together (feat. Rita Ora)",Avicii,1537834,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
40,"Something Just Like This","The Chainsmokers",1536883,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
41,Bonita,"J Balvin",1519197,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
42,"What Lovers Do (feat. SZA)","Maroon 5",1467880,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
43,"Una Lady Como Tú","Manuel Turizo",1457561,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
44,"Slow Hands","Niall Horan",1419049,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
45,Believer,"Imagine Dragons",1414071,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
46,"Butterfly Effect","Travis Scott",1382722,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
47,"There for You","Martin Garrix",1376852,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
48,"Escápate Conmigo",Wisin,1349665,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
49,"Rich Love (with Seeb)",OneRepublic,1343550,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
50,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1329695,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
51,"Fetish (feat. Gucci Mane)","Selena Gomez",1318313,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
52,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",1285407,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
53,Mayores,"Becky G",1171001,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
54,"Feel It Still","Portugal. The Man",1158120,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
55,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",1128691,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
56,"Ahora Dice","Chris Jeday",1116610,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy
57,Location,Khalid,1106351,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
58,"Symphony (feat. Zara Larsson)","Clean Bandit",1096661,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
59,"That's What I Like","Bruno Mars",1057233,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
60,Questions,"Chris Brown",1031872,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu
61,"Robarte un Beso","Carlos Vives",1028841,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T
62,"Would You Ever",Skrillex,1025903,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
63,"Stay (with Alessia Cara)",Zedd,1000731,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
