Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",4695541,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"All I Want for Christmas Is You","Mariah Carey",4355458,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
3,"River (feat. Ed Sheeran)",Eminem,4234102,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
4,Havana,"Camila Cabello",3912622,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,"Last Christmas",Wham!,3308262,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
6,"New Rules","Dua Lipa",3114454,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,Wolves,"Selena Gomez",2962951,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,Perfect,"Ed Sheeran",2836307,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
9,"Let You Down",NF,2690003,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
10,"Gucci Gang","Lil Pump",2654717,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
11,"Him & I (with Halsey)",G-Eazy,2581198,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
12,"Échame La Culpa","Luis Fonsi",2572277,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
13,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",2524538,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
14,"What Lovers Do (feat. SZA)","Maroon 5",2464130,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
15,"Too Good At Goodbyes","Sam Smith",2412528,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
16,Silence,Marshmello,2287772,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"Shape of You","Ed Sheeran",2263534,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
18,"I Fall Apart","Post Malone",2150258,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
19,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,2134469,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
20,"Dusk Till Dawn - Radio Edit",ZAYN,1997408,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
21,"Do They Know It's Christmas? - 1984 Version","Band Aid",1984497,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
22,"It's Beginning To Look A Lot Like Christmas","Michael Bublé",1951352,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
23,Corazón,Maluma,1915288,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
24,Downtown,Anitta,1904984,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
25,Sensualidad,"Bad Bunny",1874288,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
26,"Santa Tell Me","Ariana Grande",1819767,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
27,"Modern Slavery","Huncho Jack",1816179,https://open.spotify.com/track/7CRVv14VLogIh8BZLcRpJM
28,"Rockin' Around The Christmas Tree - Single Version","Brenda Lee",1795769,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3
29,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1788625,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
30,Criminal,"Natti Natasha",1761515,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
31,"No Limit",G-Eazy,1717525,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
32,"It's the Most Wonderful Time of the Year","Andy Williams",1698541,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
33,"Eye 2 Eye","Huncho Jack",1692202,https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx
34,"Black & Chinese","Huncho Jack",1681439,https://open.spotify.com/track/2GByM82VgSrwywP6MVZmsm
35,Thunder,"Imagine Dragons",1644933,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
36,"XO TOUR Llif3","Lil Uzi Vert",1642891,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
37,"Young Dumb & Broke",Khalid,1629729,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
38,"Happy Xmas (War Is Over) - 2010 Digital Remaster","John Lennon",1629581,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
39,"Candy Paint","Post Malone",1623632,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
40,"How Long","Charlie Puth",1616475,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
41,"I Miss You (feat. Julia Michaels)","Clean Bandit",1590447,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
42,"Driving Home For Christmas","Chris Rea",1587295,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY
43,Congratulations,"Post Malone",1550542,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
44,"Man's Not Hot","Big Shaq",1547347,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
45,"Mi Gente","J Balvin",1541540,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
46,"Se Preparó",Ozuna,1533380,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
47,"Ric Flair Drip (& Metro Boomin)",Offset,1532229,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
48,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1527000,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
49,1-800-273-8255,Logic,1475963,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
50,"Motorcycle Patches","Huncho Jack",1439797,https://open.spotify.com/track/4ceMuukXWzAQRYRYXalJMS
51,"Dubai Shit","Huncho Jack",1437255,https://open.spotify.com/track/5TRaIECBIfSkeqkKoG6psm
52,"Huncho Jack","Huncho Jack",1433405,https://open.spotify.com/track/5vuiHi3QYbwcm1OKJOYnrf
53,Unforgettable,"French Montana",1429717,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
54,"Me Rehúso","Danny Ocean",1421445,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
55,Mayores,"Becky G",1419984,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
56,"White Christmas","Bing Crosby",1418790,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
57,HUMBLE.,"Kendrick Lamar",1398059,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
58,"Bank Account","21 Savage",1384200,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
59,Mistletoe,"Justin Bieber",1353291,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS
60,Stargazing,Kygo,1353023,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
61,"Jingle Bell Rock","Bobby Helms",1340387,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y
62,Saint,"Huncho Jack",1307668,https://open.spotify.com/track/5RRw66jDLIzgIqwA7ABJ9o
63,"Feel It Still","Portugal. The Man",1300538,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
64,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1286692,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
65,"Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra",1285736,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
66,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",1263920,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
67,"Feliz Navidad","José Feliciano",1227268,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
68,"Saint Laurent Mask","Huncho Jack",1193195,https://open.spotify.com/track/7mJ2RZgc9MDpiQBijvPYFX
69,"Wonderful Christmastime - Remastered 2011 / Edited Version","Paul McCartney",1185239,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7
70,Anywhere,"Rita Ora",1163919,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
71,Go,"Huncho Jack",1154317,https://open.spotify.com/track/4RgoqOBE34Q6zZj8K7RUAx
72,"Never Be the Same","Camila Cabello",1154085,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
73,Attention,"Charlie Puth",1153087,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
74,"Perro Fiel",Shakira,1148999,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
75,"Sorry Not Sorry","Demi Lovato",1136095,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
76,"So Far Away","Martin Garrix",1115919,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
77,MotorSport,Migos,1115669,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
78,"Something Just Like This","The Chainsmokers",1105957,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
79,"Lonely Together (feat. Rita Ora)",Avicii,1091505,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
80,"The Christmas Song (Merry Christmas To You)","Nat King Cole",1087040,https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2
81,"Have Yourself A Merry Little Christmas","Sam Smith",1072958,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
82,"Moon Rock","Huncho Jack",1071497,https://open.spotify.com/track/7bTH8LgGSwyNNE4r1k95Zp
83,"Que Va","Alex Sensation",1070603,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
84,Believer,"Imagine Dragons",1068925,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
85,"Tip Toe (feat. French Montana)","Jason Derulo",1066694,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
86,"Bodak Yellow","Cardi B",1064193,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
87,"Holly Jolly Christmas","Michael Bublé",1061183,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
88,"Despacito - Remix","Luis Fonsi",1047380,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
89,"I Like Me Better",Lauv,1043757,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
90,"Havana - Remix","Camila Cabello",1034063,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
91,"Santa's Coming For Us",Sia,1031665,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6
92,"Walk On Water (feat. Beyoncé)",Eminem,1023745,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9
93,"Báilame - Remix",Nacho,1013348,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
94,"How U Feel","Huncho Jack",1006453,https://open.spotify.com/track/45FMZNp09Z0FMjjOUVGAzm
95,"All Falls Down","Alan Walker",1005588,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
96,"Merry Christmas Everyone - Remastered","Shakin' Stevens",1001246,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
97,"Pick It Up (feat. A$AP Rocky)","Famous Dex",992533,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
98,"Friends (with BloodPop®)","Justin Bieber",989472,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
99,"More Than You Know","Axwell /\ Ingrosso",988874,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
100,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",982638,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
101,"Plain Jane","A$AP Ferg",981005,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
102,"Blue Christmas","Elvis Presley",980375,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
103,"A Holly Jolly Christmas - Single Version","Burl Ives",975112,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
104,"Where U From","Huncho Jack",971896,https://open.spotify.com/track/11cCVYamncF0ezwjj1irQ0
105,"Christmas Lights",Coldplay,968899,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
