Position,"Track Name",Artist,Streams,URL
1,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",11381520,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2,"I'm the One","DJ Khaled",5468782,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
3,"Shape of You","Ed Sheeran",4488094,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,HUMBLE.,"Kendrick Lamar",3856463,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
5,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",3298611,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
6,"There's Nothing Holdin' Me Back","Shawn Mendes",3062590,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
7,"It Ain't Me (with Selena Gomez)",Kygo,2979487,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
8,"Stay (with Alessia Cara)",Zedd,2973081,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
9,Attention,"Charlie Puth",2971557,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
10,"That's What I Like","Bruno Mars",2869794,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
11,"Something Just Like This","The Chainsmokers",2852266,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
12,"Mask Off",Future,2794646,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
13,Malibu,"Miley Cyrus",2788153,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
14,"Symphony (feat. Zara Larsson)","Clean Bandit",2702235,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
15,Unforgettable,"French Montana",2640590,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
16,"Felices los 4",Maluma,2610916,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
