Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",5489874,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",4437974,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,Wolves,"Selena Gomez",3722111,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
4,"New Rules","Dua Lipa",3578386,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
5,Perfect,"Ed Sheeran",3442311,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
6,"Gucci Gang","Lil Pump",3357472,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
7,"Too Good At Goodbyes","Sam Smith",3300149,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
8,"What Lovers Do (feat. SZA)","Maroon 5",3203191,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
9,"Let You Down",NF,2847698,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
10,Silence,Marshmello,2751151,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,"Dusk Till Dawn - Radio Edit",ZAYN,2717625,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
12,"Échame La Culpa","Luis Fonsi",2630351,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
13,"I Fall Apart","Post Malone",2504894,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
14,1-800-273-8255,Logic,2269725,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
15,"Young Dumb & Broke",Khalid,2120224,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
16,"How Long","Charlie Puth",2098519,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
17,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",2053295,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
18,"Shape of You","Ed Sheeran",1950261,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
19,Stargazing,Kygo,1898359,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
20,"Lonely Together (feat. Rita Ora)",Avicii,1836805,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
21,Thunder,"Imagine Dragons",1835173,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
22,"XO TOUR Llif3","Lil Uzi Vert",1798041,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
23,"Candy Paint","Post Malone",1786113,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
24,Unforgettable,"French Montana",1773784,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
25,"Walk On Water (feat. Beyoncé)",Eminem,1772807,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
26,Criminal,"Natti Natasha",1756135,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
27,"Bank Account","21 Savage",1729440,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
28,"Feel It Still","Portugal. The Man",1704434,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
29,"Sorry Not Sorry","Demi Lovato",1687383,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
30,Congratulations,"Post Malone",1666473,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
31,"Mi Gente","J Balvin",1665643,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
32,"No Limit",G-Eazy,1652754,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
33,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1580475,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
34,Sensualidad,"Bad Bunny",1579493,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
35,"Se Preparó",Ozuna,1553187,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
36,"Ric Flair Drip (& Metro Boomin)",Offset,1530144,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
37,"Plain Jane","A$AP Ferg",1523412,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
38,"I Miss You (feat. Julia Michaels)","Clean Bandit",1482844,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
39,Mayores,"Becky G",1440761,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
40,"Me Rehúso","Danny Ocean",1408768,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
41,"What About Us",P!nk,1390843,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
42,"Bodak Yellow","Cardi B",1382035,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
43,MotorSport,Migos,1375233,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
44,Attention,"Charlie Puth",1368494,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
45,"I Like Me Better",Lauv,1339501,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
46,"Friends (with BloodPop®)","Justin Bieber",1330632,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
47,"Perro Fiel",Shakira,1310036,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
48,"Glorious (feat. Skylar Grey)",Macklemore,1300407,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
49,"Man's Not Hot","Big Shaq",1296815,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
50,"Mi Gente (feat. Beyoncé)","J Balvin",1266909,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
51,HUMBLE.,"Kendrick Lamar",1207145,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
52,"More Than You Know","Axwell /\ Ingrosso",1169066,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
53,"All Falls Down","Alan Walker",1148913,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
54,"Jocelyn Flores",XXXTENTACION,1141367,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
55,"Havana - Remix","Camila Cabello",1116533,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
56,"Too Much To Ask","Niall Horan",1107284,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
57,"Que Va","Alex Sensation",1104030,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
58,Anywhere,"Rita Ora",1082040,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
59,"I Get The Bag (feat. Migos)","Gucci Mane",1052423,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
60,Believer,"Imagine Dragons",1051846,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
61,"Báilame - Remix",Nacho,1036181,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
62,"Something Just Like This","The Chainsmokers",1034887,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
63,"Felices los 4",Maluma,1034032,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
64,Downtown,Anitta,1031055,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
65,"Bad At Love",Halsey,1029337,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
66,"All I Want for Christmas Is You","Mariah Carey",1014096,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
67,"There's Nothing Holdin' Me Back","Shawn Mendes",1001410,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
68,Bonita,"J Balvin",991470,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
69,"Despacito - Remix","Luis Fonsi",986428,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
70,Betrayed,"Lil Xan",983459,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
71,"Ghostface Killers","21 Savage",981715,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
72,Vuelve,"Daddy Yankee",980662,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv
73,"Butterfly Effect","Travis Scott",978495,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
74,"Suena El Dembow","Joey Montana",977880,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
75,"Tip Toe (feat. French Montana)","Jason Derulo",972881,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
76,Feels,"Calvin Harris",958431,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
77,"Escápate Conmigo",Wisin,955593,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
78,"Good Old Days (feat. Kesha)",Macklemore,955043,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
79,goosebumps,"Travis Scott",946492,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
80,"Robarte un Beso","Carlos Vives",942846,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
81,Location,Khalid,919736,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
82,"Say You Won't Let Go","James Arthur",918833,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
83,"Look What You Made Me Do","Taylor Swift",909519,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
84,Corazón,Maluma,893679,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
85,Pray,"Sam Smith",886925,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
86,"A Different Way (with Lauv)","DJ Snake",884502,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
87,Wait,"Maroon 5",866204,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
88,"Wild Thoughts","DJ Khaled",865975,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
89,"Reggaetón Lento (Remix)",CNCO,865288,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
90,"Strip That Down","Liam Payne",863661,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
91,"Without You (feat. Sandro Cavazza)",Avicii,862202,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
92,"Go Flex","Post Malone",830674,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
93,"I'm the One","DJ Khaled",816639,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
94,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,813591,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
95,Mama,"Jonas Blue",799035,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
96,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",796144,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
