Position,"Track Name",Artist,Streams,URL
1,"Despacito - Remix","Luis Fonsi",6604782,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2,"I'm the One","DJ Khaled",4435755,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
3,"Wild Thoughts","DJ Khaled",4278993,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
4,"2U (feat. Justin Bieber)","David Guetta",4249318,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
5,"Shape of You","Ed Sheeran",3710694,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
6,Unforgettable,"French Montana",3341280,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
7,Attention,"Charlie Puth",3232299,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
8,"Strip That Down","Liam Payne",2957010,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
9,HUMBLE.,"Kendrick Lamar",2919996,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
10,"There's Nothing Holdin' Me Back","Shawn Mendes",2838835,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
11,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",2823882,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
12,Mama,"Jonas Blue",2704712,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
13,"XO TOUR Llif3","Lil Uzi Vert",2667181,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
14,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",2660789,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
15,Thunder,"Imagine Dragons",2569574,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
16,"Something Just Like This","The Chainsmokers",2516315,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
17,"There for You","Martin Garrix",2439944,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
18,"Stay (with Alessia Cara)",Zedd,2374252,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
19,"Symphony (feat. Zara Larsson)","Clean Bandit",2343196,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
20,Feels,"Calvin Harris",2179120,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
21,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",2117015,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
22,"Bad Liar","Selena Gomez",2107533,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
23,"That's What I Like","Bruno Mars",2104033,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
24,Congratulations,"Post Malone",2101404,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
25,Malibu,"Miley Cyrus",2091586,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
26,"It Ain't Me (with Selena Gomez)",Kygo,2091469,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
27,"Mask Off",Future,2072368,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
28,"Felices los 4",Maluma,2034838,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
29,"More Than You Know","Axwell /\ Ingrosso",1867528,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
30,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",1857099,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
31,"No Promises (feat. Demi Lovato)","Cheat Codes",1838699,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
32,"Slow Hands","Niall Horan",1828842,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
33,"Me Rehúso","Danny Ocean",1804632,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
34,"First Time",Kygo,1789520,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
35,Believer,"Imagine Dragons",1772587,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
36,"Your Song","Rita Ora",1769063,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
37,"SUBEME LA RADIO","Enrique Iglesias",1732565,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
38,"Crying in the Club","Camila Cabello",1717864,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
39,Redbone,"Childish Gambino",1707222,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
40,Slide,"Calvin Harris",1616133,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
41,"Now Or Never",Halsey,1598326,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
42,"Galway Girl","Ed Sheeran",1537856,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
43,1-800-273-8255,Logic,1509580,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
44,Passionfruit,Drake,1507968,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
45,Location,Khalid,1466600,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
46,"Swish Swish","Katy Perry",1444295,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
47,"Sign of the Times","Harry Styles",1432232,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
