Position,"Track Name",Artist,Streams,URL
1,"Look What You Made Me Do","Taylor Swift",5923188,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
2,"Mi Gente","J Balvin",4422980,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
3,"Friends (with BloodPop®)","Justin Bieber",3533024,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
4,"New Rules","Dua Lipa",3435211,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
5,Feels,"Calvin Harris",3190815,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
6,Unforgettable,"French Montana",3161934,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
7,"Wild Thoughts","DJ Khaled",2994646,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
8,"Sorry Not Sorry","Demi Lovato",2805849,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
9,"Despacito - Remix","Luis Fonsi",2739962,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
10,"XO TOUR Llif3","Lil Uzi Vert",2606347,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
11,Attention,"Charlie Puth",2558384,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
12,"Shape of You","Ed Sheeran",2540444,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
13,Havana,"Camila Cabello",2509278,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
14,"2U (feat. Justin Bieber)","David Guetta",2443686,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
15,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",2431667,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
16,"Strip That Down","Liam Payne",2417016,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
17,Thunder,"Imagine Dragons",2414985,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
18,Silence,Marshmello,2402431,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
19,"More Than You Know","Axwell /\ Ingrosso",2374257,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
20,Mama,"Jonas Blue",2262164,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
21,1-800-273-8255,Logic,2157801,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
22,"Glorious (feat. Skylar Grey)",Macklemore,2152550,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
23,"There's Nothing Holdin' Me Back","Shawn Mendes",2135236,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
24,"Jocelyn Flores",XXXTENTACION,2079299,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
25,"Without You (feat. Sandro Cavazza)",Avicii,2067771,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
26,"I'm the One","DJ Khaled",2061787,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
27,"Young Dumb & Broke",Khalid,2002383,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
28,HUMBLE.,"Kendrick Lamar",1932289,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
29,"Bank Account","21 Savage",1932236,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
30,"Me Rehúso","Danny Ocean",1874553,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
31,"I Like Me Better",Lauv,1808156,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
32,"Bodak Yellow","Cardi B",1642260,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
