Position,"Track Name",Artist,Streams,URL
1,"Despacito - Remix","Luis Fonsi",6801401,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2,"I'm the One","DJ Khaled",5830996,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
3,"Shape of You","Ed Sheeran",4948978,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,HUMBLE.,"Kendrick Lamar",4619696,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
5,"Something Just Like This","The Chainsmokers",3468968,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
6,"It Ain't Me (with Selena Gomez)",Kygo,3357602,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
7,"Mask Off",Future,3322262,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
8,"Stay (with Alessia Cara)",Zedd,3198022,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
9,"That's What I Like","Bruno Mars",3065387,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
10,"Symphony (feat. Zara Larsson)","Clean Bandit",2978069,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
11,Passionfruit,Drake,2931317,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
12,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",2875073,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
13,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",2800786,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
14,DNA.,"Kendrick Lamar",2638600,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
15,"There's Nothing Holdin' Me Back","Shawn Mendes",2587449,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
16,Slide,"Calvin Harris",2285695,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk
17,"Scared to Be Lonely","Martin Garrix",2260423,https://open.spotify.com/track/0KR2W3St74th8z3LS94Ffh
18,"XO TOUR Llif3","Lil Uzi Vert",2230362,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
19,Issues,"Julia Michaels",2225631,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
20,"Galway Girl","Ed Sheeran",1997999,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
21,"Felices los 4",Maluma,1992154,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
22,"Sign of the Times","Harry Styles",1991291,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV
23,"iSpy (feat. Lil Yachty)",KYLE,1980862,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
24,"First Time",Kygo,1963625,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
25,Unforgettable,"French Montana",1917319,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
26,Attention,"Charlie Puth",1873020,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
27,"Good Life (with G-Eazy & Kehlani)",G-Eazy,1869202,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
28,Paris,"The Chainsmokers",1814053,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
29,Believer,"Imagine Dragons",1799046,https://open.spotify.com/track/6VRghJeP6I0w1KxkdWFfIh
30,"The Cure","Lady Gaga",1762550,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
31,Cold,"Maroon 5",1729125,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
32,"SUBEME LA RADIO","Enrique Iglesias",1718548,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
33,"Me Rehúso","Danny Ocean",1674046,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ
34,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",1663241,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
35,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1626896,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
36,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1612957,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
37,"Now Or Never",Halsey,1604382,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ
38,"Call On Me - Ryan Riback Extended Remix",Starley,1592995,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
39,Location,Khalid,1592544,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
40,"No Promises (feat. Demi Lovato)","Cheat Codes",1589216,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
41,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",1583604,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
42,ELEMENT.,"Kendrick Lamar",1515481,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
43,"You Don't Know Me - Radio Edit","Jax Jones",1509718,https://open.spotify.com/track/4WrS6vezaPwOafKJmHqMEU
44,"I Feel It Coming","The Weeknd",1505759,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
45,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",1420293,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9
46,Congratulations,"Post Malone",1393164,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
47,"Solo Dance","Martin Jensen",1386214,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
48,"Say You Won't Let Go","James Arthur",1380122,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
49,"El Amante","Nicky Jam",1330538,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
50,Closer,"The Chainsmokers",1319759,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
51,Portland,Drake,1290386,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
52,"Castle on the Hill","Ed Sheeran",1231535,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
