Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",4771396,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",3992775,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,"New Rules","Dua Lipa",3150556,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,Wolves,"Selena Gomez",3145743,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
5,Perfect,"Ed Sheeran",3114614,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
6,"Gucci Gang","Lil Pump",2933083,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
7,"Too Good At Goodbyes","Sam Smith",2805969,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
8,"What Lovers Do (feat. SZA)","Maroon 5",2721552,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
9,"Let You Down",NF,2451560,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
10,Silence,Marshmello,2397613,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,"Dusk Till Dawn - Radio Edit",ZAYN,2373217,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
12,"Échame La Culpa","Luis Fonsi",2357793,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
13,"I Fall Apart","Post Malone",2142546,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
14,"Young Dumb & Broke",Khalid,1880245,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
15,"How Long","Charlie Puth",1833904,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
16,"Shape of You","Ed Sheeran",1810001,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
17,1-800-273-8255,Logic,1792206,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
18,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1727006,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
19,"All I Want for Christmas Is You","Mariah Carey",1699312,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
20,Criminal,"Natti Natasha",1684626,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
21,Stargazing,Kygo,1665540,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
22,Thunder,"Imagine Dragons",1590181,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
23,Sensualidad,"Bad Bunny",1586515,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
