Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",6129967,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,"Mi Gente","J Balvin",4165268,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
3,"New Rules","Dua Lipa",3755292,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,"Too Good At Goodbyes - Edit","Sam Smith",3547132,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
5,"Look What You Made Me Do","Taylor Swift",3273466,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
6,1-800-273-8255,Logic,3206319,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
7,"Dusk Till Dawn - Radio Edit",ZAYN,3025728,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
8,Havana,"Camila Cabello",3006871,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
9,Unforgettable,"French Montana",2808873,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
10,Silence,Marshmello,2788838,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,"Friends (with BloodPop®)","Justin Bieber",2730283,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
12,"What Lovers Do (feat. SZA)","Maroon 5",2711020,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
13,"Sorry Not Sorry","Demi Lovato",2578149,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
14,"Glorious (feat. Skylar Grey)",Macklemore,2542214,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
15,Feels,"Calvin Harris",2522638,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
16,"Shape of You","Ed Sheeran",2412286,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
17,Thunder,"Imagine Dragons",2241782,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
18,"XO TOUR Llif3","Lil Uzi Vert",2148173,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
19,"Young Dumb & Broke",Khalid,2132639,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
20,Attention,"Charlie Puth",2103221,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
21,"Despacito - Remix","Luis Fonsi",2061257,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
22,"Bank Account","21 Savage",2051270,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
23,"Jocelyn Flores",XXXTENTACION,2001795,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
