Position,"Track Name",Artist,Streams,URL
1,"Too Good At Goodbyes - Edit","Sam Smith",4356782,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
2,"Look What You Made Me Do","Taylor Swift",4022839,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
3,"Mi Gente","J Balvin",3957221,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
4,"New Rules","Dua Lipa",3595788,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
5,1-800-273-8255,Logic,3240457,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
6,"Friends (with BloodPop®)","Justin Bieber",3100872,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
7,"Dusk Till Dawn - Radio Edit",ZAYN,3046466,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
8,Unforgettable,"French Montana",2890086,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
9,Havana,"Camila Cabello",2883818,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
10,Silence,Marshmello,2754944,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,Feels,"Calvin Harris",2726274,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
12,"Sorry Not Sorry","Demi Lovato",2656229,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
13,"...Ready For It?","Taylor Swift",2354491,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
14,Attention,"Charlie Puth",2347065,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
15,"What Lovers Do (feat. SZA)","Maroon 5",2344030,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
16,"Jocelyn Flores",XXXTENTACION,2336836,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
17,"Wild Thoughts","DJ Khaled",2313940,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
18,"Shape of You","Ed Sheeran",2230053,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
19,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",2228388,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
20,Thunder,"Imagine Dragons",2189719,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
21,"More Than You Know","Axwell /\ Ingrosso",2129955,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
22,"XO TOUR Llif3","Lil Uzi Vert",2111483,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
23,"Young Dumb & Broke",Khalid,2102164,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
24,"Strip That Down","Liam Payne",2095697,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
25,"Despacito - Remix","Luis Fonsi",2057302,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
26,"Glorious (feat. Skylar Grey)",Macklemore,2053928,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
27,"2U (feat. Justin Bieber)","David Guetta",2017817,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
28,"Without You (feat. Sandro Cavazza)",Avicii,1976964,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
29,Mama,"Jonas Blue",1950609,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
30,"Bank Account","21 Savage",1902249,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
31,"I Like Me Better",Lauv,1832627,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
32,"Bodak Yellow","Cardi B",1733323,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
33,"Me Rehúso","Danny Ocean",1717940,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
34,"What About Us",P!nk,1702137,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
35,HUMBLE.,"Kendrick Lamar",1686452,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
36,"There's Nothing Holdin' Me Back","Shawn Mendes",1658627,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
37,"I'm the One","DJ Khaled",1636391,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
