Position,"Track Name",Artist,Streams,URL
1,"Mi Gente","J Balvin",4469175,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
2,"Look What You Made Me Do","Taylor Swift",4465932,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
3,"Too Good At Goodbyes - Edit","Sam Smith",3885400,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
4,"New Rules","Dua Lipa",3680505,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
5,"Friends (with BloodPop®)","Justin Bieber",3311243,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
6,1-800-273-8255,Logic,3145467,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
7,"...Ready For It?","Taylor Swift",3114867,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2
8,Unforgettable,"French Montana",3081774,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
9,Feels,"Calvin Harris",3027641,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
10,Havana,"Camila Cabello",2886762,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
11,"Sorry Not Sorry","Demi Lovato",2759608,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
12,Silence,Marshmello,2692662,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
13,"Wild Thoughts","DJ Khaled",2619156,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
14,"Dusk Till Dawn - Radio Edit",ZAYN,2542813,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
15,Attention,"Charlie Puth",2504539,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
16,"Shape of You","Ed Sheeran",2460404,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
17,"Despacito - Remix","Luis Fonsi",2420934,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
18,"XO TOUR Llif3","Lil Uzi Vert",2383453,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
19,"More Than You Know","Axwell /\ Ingrosso",2367280,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
20,Thunder,"Imagine Dragons",2352162,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
21,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",2261499,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
22,"What Lovers Do (feat. SZA)","Maroon 5",2240026,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
23,"Strip That Down","Liam Payne",2230116,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
24,"2U (feat. Justin Bieber)","David Guetta",2199402,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
25,"Jocelyn Flores",XXXTENTACION,2181409,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
26,"Glorious (feat. Skylar Grey)",Macklemore,2160761,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
27,"Without You (feat. Sandro Cavazza)",Avicii,2135509,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
28,Mama,"Jonas Blue",2127573,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
29,"Young Dumb & Broke",Khalid,2087551,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
30,"Bank Account","21 Savage",2053129,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
31,"There's Nothing Holdin' Me Back","Shawn Mendes",1971114,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
32,"Me Rehúso","Danny Ocean",1908435,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
33,"I'm the One","DJ Khaled",1857087,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
34,"Bodak Yellow","Cardi B",1851379,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
35,"I Like Me Better",Lauv,1849566,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
36,HUMBLE.,"Kendrick Lamar",1830858,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
37,"What About Us",P!nk,1718066,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
38,"Felices los 4",Maluma,1604582,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
39,"Your Song","Rita Ora",1595886,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
40,"Lonely Together (feat. Rita Ora)",Avicii,1557002,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
41,Congratulations,"Post Malone",1554230,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
42,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",1483286,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
43,"Something Just Like This","The Chainsmokers",1467330,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
